title,album,artist,track_number,album_artist,release_date,creation_timestamp,duration_ms,explicit,spotify_popularity,comment,rating,last_played_timestamp,genre,play_count,id
All I Want,This Is Happening Deluxe Edition,LCD Soundsystem,4,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,401440,False,,,,,,,b38392bdba13b52411f84b703039354d
I Can Change,This Is Happening Deluxe Edition,LCD Soundsystem,5,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,355813,False,,,,,,,163c92df46406496f0313dee3e0f5436
You Wanted A Hit,This Is Happening Deluxe Edition,LCD Soundsystem,6,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,546413,False,,,,,,,4f0623064ea2be88b79471e435b08905
Pow Pow,This Is Happening Deluxe Edition,LCD Soundsystem,7,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,503026,True,,,,,,,2780cbd8da442cdec5451dd5dbd180d4
Somebody's Calling Me,This Is Happening Deluxe Edition,LCD Soundsystem,8,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,413080,False,,,,,,,b8138aef9a8e36be7e735d40c29cee3f
Home,This Is Happening Deluxe Edition,LCD Soundsystem,9,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,471881,False,,,,,,,2895007d5c049dd940d081a42b335b04
Throw,This Is Happening Deluxe Edition,LCD Soundsystem,10,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,600820,False,,,,,,,957193b251f0b43e3bf6eb7ceeee13a2
Oh You (Christmas Blues),This Is Happening Deluxe Edition,LCD Soundsystem,11,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,233365,False,,,,,,,7ede25ee7cd065ae46e216b7faa59922
Us V Them - London Session,This Is Happening Deluxe Edition,LCD Soundsystem,12,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,482680,False,,,,,,,4b01a7f7d564d20a039a8396fc8f366d
All I Want - London Session,This Is Happening Deluxe Edition,LCD Soundsystem,13,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,389133,False,,,,,,,9ad49ec92eb38053e00cc2be1ce54ca5
Drunk Girls - London Session,This Is Happening Deluxe Edition,LCD Soundsystem,14,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,221280,False,,,,,,,e6fef1c43c9509e3f13032be84ca9b67
Get Innocuous! - London Session,This Is Happening Deluxe Edition,LCD Soundsystem,15,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,412853,False,,,,,,,766576463bff9e495f39a7a699507365
Daft Punk Is Playing At My House - London Session,This Is Happening Deluxe Edition,LCD Soundsystem,16,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,303613,False,,,,,,,cfef1fad6338c362e2114ebb03b7c0e9
All My Friends - London Session,This Is Happening Deluxe Edition,LCD Soundsystem,17,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,451213,False,,,,,,,7dc77d5790ebecf80c2e62e9cd18a3ab
Pow Pow - London Session,This Is Happening Deluxe Edition,LCD Soundsystem,18,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,490293,True,,,,,,,714acdec4c1861770285977df5e1e5c9
I Can Change - London Session,This Is Happening Deluxe Edition,LCD Soundsystem,19,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,408800,False,,,,,,,ea9c9397b9bf40a03c1d0700777c017e
Yr City Is A Sucker - London Session,This Is Happening Deluxe Edition,LCD Soundsystem,20,LCD Soundsystem,2010-12-03,2017-11-25T17:48:54Z,349213,False,,,,,,,797c4e39019137a11f072080d38b9fac
Mountains of the Moon,Day of the Dead,Lee Ranaldo and Lisa Hannigan,15,Various Artists,2016-05-20,2018-08-07T17:02:53Z,233131,False,,,,,,,e8e1456e9d8604a6d501061094fe3baf
Lifetime Achievement Award,Spirit Phone,Lemon Demon,1,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,367043,False,,,,,,,a24f2c2ce0cca82cbde71f5e3ca6e6c1
Touch-Tone Telephone,Spirit Phone,Lemon Demon,2,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,282732,False,,,,,,,d43c6286e956574d304b73b93bd1ad61
Cabinet Man,Spirit Phone,Lemon Demon,3,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,262675,False,,,,,,,5e30ffd22608597b324dcb9382e7b59b
No Eyed Girl,Spirit Phone,Lemon Demon,4,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,260168,False,,,,,,,685d5aaa904c016f8682c924487a0305
When He Died,Spirit Phone,Lemon Demon,5,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,273627,False,,,,,,,5d281b7ebd256b2406a6d4ca5f305b36
Sweet Bod,Spirit Phone,Lemon Demon,6,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,250726,False,,,,,,,3f9a0d2f427a7f3f041081fa722f5b5a
Eighth Wonder,Spirit Phone,Lemon Demon,7,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,282126,False,,,,,,,e44decd4976922567bb78cce37c23034
Ancient Aliens,Spirit Phone,Lemon Demon,8,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,256144,False,,,,,,,b9fd1e359bdb3c873e6b17d5afdc2a55
Soft Fuzzy Man,Spirit Phone,Lemon Demon,9,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,174461,False,,,,,,,48c7057b7dc4d5400eb63d81e361e8d5
As Your Father I Expressly Forbid It,Spirit Phone,Lemon Demon,10,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,173123,False,,,,,,,d69f6ec4dd3527132bcba0e1f5587e42
I Earn My Life,Spirit Phone,Lemon Demon,11,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,190773,False,,,,,,,164ae237ac9bcddd1865041ca5e25fc2
Reaganomics,Spirit Phone,Lemon Demon,12,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,211913,False,,,,,,,e4623cd9ec6b73a176b5578c28979917
Man-Made Object,Spirit Phone,Lemon Demon,13,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,217808,False,,,,,,,d75ec1bb1498075e75e821631b8c3ba6
Spiral of Ants,Spirit Phone,Lemon Demon,14,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,360715,False,,,,,,,1d6e049604f053dc99e1b95416f3b5ab
Angelfire (Bonus Track),Spirit Phone,Lemon Demon,15,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,220598,False,,,,,,,b3a6b75f3c51d843f88e94c7d61c5c81
Angry People (Bonus Tracks),Spirit Phone,Lemon Demon,16,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,294015,False,,,,,,,4fd7711ddf124a4316cf64a5440b926e
Cabinet Man (Demo) (Bonus Track),Spirit Phone,Lemon Demon,17,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,161390,False,,,,,,,e0652c38b9dd8ae66ad9e043b1868587
Cat Hacks (Bonus Track),Spirit Phone,Lemon Demon,18,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,186773,False,,,,,,,a7ee2a96d11ed79bde371c36cbbef777
Crisis Actors (Bonus Track),Spirit Phone,Lemon Demon,19,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,287591,False,,,,,,,c66635b6158b85aca12756d3e473d315
Geocities (Bonus Track),Spirit Phone,Lemon Demon,20,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,205424,False,,,,,,,7a09dc84a66c6b173d08b5d7e63f7142
Gravitron (Bonus Track),Spirit Phone,Lemon Demon,21,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,53031,False,,,,,,,9d3529676366f60fa1c508524755a09b
Kubrick and the Beast (Bonus Track),Spirit Phone,Lemon Demon,22,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,163731,False,,,,,,,032b309cebea05fc8414a334aea6cbb3
Moon's Request (Bonus Track),Spirit Phone,Lemon Demon,23,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,140789,False,,,,,,,5c253cb3dc64aded8e79425d1ba301aa
Pizza Heroes (Bonus Track),Spirit Phone,Lemon Demon,24,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,90552,False,,,,,,,423732e47851b6987875dfc51f00443c
Redesign Your Logo (Bonus Track),Spirit Phone,Lemon Demon,25,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,260532,False,,,,,,,3e98e9412e80f2f12db4f29ee1503f8a
Sweet Bod (Bonus Track),Spirit Phone,Lemon Demon,26,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,253614,False,,,,,,,1fd339e0b71d04d805dcd9c3751be440
You're at the Party (Bonus Track),Spirit Phone,Lemon Demon,27,Lemon Demon,2016-02-29,2017-10-01T23:47:37Z,320953,False,,,,,,,45d55a286e922cd0910f5f59cdd93a31
2morro Morro Land,Hypermagic Mountain,Lightning Bolt,1,Lightning Bolt,2008-06-25,2017-11-25T17:49:47Z,223226,False,,,,,,,a87930d1ee50edd7b37d7457b58b24a3
Captain Caveman,Hypermagic Mountain,Lightning Bolt,2,Lightning Bolt,2008-06-25,2017-11-25T17:49:47Z,199120,False,,,,,,,82f4381934a02910f2749f93a4bfdf4b
Birdy,Hypermagic Mountain,Lightning Bolt,3,Lightning Bolt,2008-06-25,2017-11-25T17:49:47Z,186640,False,,,,,,,f3276d36c27257e569936a37bb01fa8c
Riff Wraiths,Hypermagic Mountain,Lightning Bolt,4,Lightning Bolt,2008-06-25,2017-11-25T17:49:47Z,183186,False,,,,,,,bbf7b7c68c8b920a7e5cb1b0fc546eb6
Mega Ghost,Hypermagic Mountain,Lightning Bolt,5,Lightning Bolt,2008-06-25,2017-11-25T17:49:47Z,361133,False,,,,,,,bd163dc6738cec7c81a94e8e34e139c9
Magic Mountain,Hypermagic Mountain,Lightning Bolt,6,Lightning Bolt,2008-06-25,2017-11-25T17:49:47Z,295666,False,,,,,,,40c3ffd4cc3b7f63bdbdc796dda59919
Dead Cowboy,Hypermagic Mountain,Lightning Bolt,7,Lightning Bolt,2008-06-25,2017-11-25T17:49:47Z,478453,False,,,,,,,1f6bfdf3d47b10e98624af0fb2c80021
Bizarro Zarro Land,Hypermagic Mountain,Lightning Bolt,8,Lightning Bolt,2008-06-25,2017-11-25T17:49:47Z,287186,False,,,,,,,9b218dd9306c6c0e0da3622d260b9a13
Mohawk Windmill,Hypermagic Mountain,Lightning Bolt,9,Lightning Bolt,2008-06-25,2017-11-25T17:49:47Z,578880,False,,,,,,,f83b231f3211e685b3177916d7ed8d38
Bizarro Bike,Hypermagic Mountain,Lightning Bolt,10,Lightning Bolt,2008-06-25,2017-11-25T17:49:47Z,318600,False,,,,,,,4490f04da3441c5f2ed750b3c9420007
Infinity Farm,Hypermagic Mountain,Lightning Bolt,11,Lightning Bolt,2008-06-25,2017-11-25T17:49:47Z,166706,False,,,,,,,d1969c9cfc599ce46d5fed7eb63f279d
No Rest for the Obsessed,Hypermagic Mountain,Lightning Bolt,12,Lightning Bolt,2008-06-25,2017-11-25T17:49:47Z,130386,False,,,,,,,892d7c7106c27bb8aa3b858acfdc8cb3
Forcefield,Ride the Skies,Lightning Bolt,1,Lightning Bolt,2008-08-04,2017-11-25T17:49:58Z,241773,False,,,,,,,30dbb292667bab689b2f7b13b150eedf
Saint Jacques,Ride the Skies,Lightning Bolt,2,Lightning Bolt,2008-08-04,2017-11-25T17:49:58Z,253213,False,,,,,,,5bf67aa368686af2f45a58b40bd0ee8c
13 Monsters,Ride the Skies,Lightning Bolt,3,Lightning Bolt,2008-08-04,2017-11-25T17:49:58Z,168840,False,,,,,,,1f75473d991f683891b0267bd8b5105b
Ride the Sky,Ride the Skies,Lightning Bolt,4,Lightning Bolt,2008-08-04,2017-11-25T17:49:58Z,267813,False,,,,,,,655b1976124c69f95b0e25a7910c0c3d
The Faire Folk,Ride the Skies,Lightning Bolt,5,Lightning Bolt,2008-08-04,2017-11-25T17:49:58Z,376706,False,,,,,,,55797ff615dec5fbf831982b9b999b3d
Into the Mist 2,Ride the Skies,Lightning Bolt,6,Lightning Bolt,2008-08-04,2017-11-25T17:49:58Z,201600,False,,,,,,,d49e4b40546bf58e40dad61e8a80d7e6
Wee One's Parade,Ride the Skies,Lightning Bolt,7,Lightning Bolt,2008-08-04,2017-11-25T17:49:58Z,318973,False,,,,,,,538424e60eaa34558d79f2c9adadd823
Rotator,Ride the Skies,Lightning Bolt,8,Lightning Bolt,2008-08-04,2017-11-25T17:49:58Z,308813,False,,,,,,,d76ba13276e0ec1945fc1119aaaa2091
Hello Morning,Wonderful Rainbow,Lightning Bolt,1,Lightning Bolt,2003,2017-11-25T17:49:52Z,55600,False,,,,,,,90f8bdbcf917c9c52ce8d9753696c7ca
Assassins,Wonderful Rainbow,Lightning Bolt,2,Lightning Bolt,2003,2017-11-25T17:49:52Z,223800,False,,,,,,,a7274823d432475d1d58c9cc1cb318f8
Dracula Mountain,Wonderful Rainbow,Lightning Bolt,3,Lightning Bolt,2003,2017-11-25T17:49:52Z,310946,False,,,,,,,cdc78058f545968e3570a02fe9b144ba
2 Towers,Wonderful Rainbow,Lightning Bolt,4,Lightning Bolt,2003,2017-11-25T17:49:52Z,428773,False,,,,,,,d05332afc3603a9d8ad4cb6279c85641
On Fire,Wonderful Rainbow,Lightning Bolt,5,Lightning Bolt,2003,2017-11-25T17:49:52Z,282493,False,,,,,,,58b6a14b906040c728690d65f6975596
Crown of Storms,Wonderful Rainbow,Lightning Bolt,6,Lightning Bolt,2003,2017-11-25T17:49:52Z,309360,False,,,,,,,6f2be9b733cf573c0ac217d4a7eb64b4
Longstockings,Wonderful Rainbow,Lightning Bolt,7,Lightning Bolt,2003,2017-11-25T17:49:52Z,197853,False,,,,,,,18fc55e5b4dba968c8b97cd1d1d09e66
Wonderful Rainbow,Wonderful Rainbow,Lightning Bolt,8,Lightning Bolt,2003,2017-11-25T17:49:52Z,89186,False,,,,,,,101384b6256baf4672ffdaf61edfdce5
"30,000 Monkies",Wonderful Rainbow,Lightning Bolt,9,Lightning Bolt,2003,2017-11-25T17:49:52Z,229933,False,,,,,,,9665cd746273b1b315bbfed8ba593e45
Duel In the Deep,Wonderful Rainbow,Lightning Bolt,10,Lightning Bolt,2003,2017-11-25T17:49:52Z,376840,False,,,,,,,c0b6b7b0908d9f57961f51d0eef6e6a7
Stella Blue,Day of the Dead,Local Natives,13,Various Artists,2016-05-20,2018-08-07T17:02:53Z,279324,False,,,,,,,f69be3abf01ac7217c35e1654acf2c6f
Drained Lake,Monument Builders,Loscil,1,Loscil,2016-11-11,2017-12-06T20:50:58Z,406803,False,,,,,,,feff81f0fafec7f6831541d938696881
Red Tide,Monument Builders,Loscil,2,Loscil,2016-11-11,2017-12-06T20:50:58Z,325999,False,,,,,,,bc457ad5744a6e269d56dc0ac4c0b5c9
Monument Builders,Monument Builders,Loscil,3,Loscil,2016-11-11,2017-12-06T20:50:58Z,283473,False,,,,,,,c53b0b28eba424a1ea9b1245b9425ff4
Straw Dogs,Monument Builders,Loscil,4,Loscil,2016-11-11,2017-12-06T20:50:58Z,297032,False,,,,,,,0908640671982e2169f885ea9bfeac50
Deceiver,Monument Builders,Loscil,5,Loscil,2016-11-11,2017-12-06T20:50:58Z,282000,False,,,,,,,6fdaf6f7ab952697fee5beeb7185e2f0
Anthropocene,Monument Builders,Loscil,6,Loscil,2016-11-11,2017-12-06T20:50:58Z,279971,False,,,,,,,1a462ec84253f8e1222eaa3ab45a69f3
Weeds,Monument Builders,Loscil,7,Loscil,2016-11-11,2017-12-06T20:50:58Z,389970,False,,,,,,,5a485017b005ece59bb251736154ed69
Berlin - 1973 Version,Berlin,Lou Reed,1,Lou Reed,1973-07-01,2017-10-01T23:50:26Z,204373,False,,,,,,,11d98ae112314b10f86e047da9d3ecbd
Lady Day,Berlin,Lou Reed,2,Lou Reed,1973-07-01,2017-10-01T23:50:26Z,220053,False,,,,,,,d204fd0948065cf01e88a65fc1c358e4
Men of Good Fortune,Berlin,Lou Reed,3,Lou Reed,1973-07-01,2017-10-01T23:50:26Z,277066,False,,,,,,,26271410c45f09e70270230c08e03ca3
Caroline Says I,Berlin,Lou Reed,4,Lou Reed,1973-07-01,2017-10-01T23:50:26Z,237293,False,,,,,,,a89c383c95c9c0af259c24e46b5f8c61
How Do You Think It Feels,Berlin,Lou Reed,5,Lou Reed,1973-07-01,2017-10-01T23:50:26Z,221933,False,,,,,,,a5174371aa5823d3ffb9ff513df7e2a1
Oh Jim,Berlin,Lou Reed,6,Lou Reed,1973-07-01,2017-10-01T23:50:26Z,312200,False,,,,,,,58ef03f467dee48804d7a58d543aae95
Caroline Says II,Berlin,Lou Reed,7,Lou Reed,1973-07-01,2017-10-01T23:50:26Z,253573,False,,,,,,,97247676980290c5100eaa89a6b05536
The Kids,Berlin,Lou Reed,8,Lou Reed,1973-07-01,2017-10-01T23:50:26Z,470253,False,,,,,,,cbdd1190aabdb997e3bd7aacad26eb8b
The Bed,Berlin,Lou Reed,9,Lou Reed,1973-07-01,2017-10-01T23:50:26Z,351493,False,,,,,,,c8ea721e51b3e5557620a03074be08dd
Sad Song,Berlin,Lou Reed,10,Lou Reed,1973-07-01,2017-10-01T23:50:26Z,415786,False,,,,,,,36743669a589de5c4183b75e6c715f3b
Crazy Feeling,Coney Island Baby,Lou Reed,1,Lou Reed,1976-01-19,2017-10-01T23:50:14Z,174573,False,,,,,,,0631820c16790b755eed04782a78f80b
Charley's Girl,Coney Island Baby,Lou Reed,2,Lou Reed,1976-01-19,2017-10-01T23:50:14Z,159093,False,,,,,,,7b9a37c853e3521ae929566ce70606d9
She's My Best Friend,Coney Island Baby,Lou Reed,3,Lou Reed,1976-01-19,2017-10-01T23:50:14Z,359906,False,,,,,,,186eaed1713391c24deedbf63e991d45
Kicks,Coney Island Baby,Lou Reed,4,Lou Reed,1976-01-19,2017-10-01T23:50:14Z,361720,False,,,,,,,dfabb878562fc951a27d01c34cd3ffc9
A Gift,Coney Island Baby,Lou Reed,5,Lou Reed,1976-01-19,2017-10-01T23:50:14Z,225160,False,,,,,,,7af5fe1d67829a8b914c28d32bc7ae5d
Ooohhh Baby,Coney Island Baby,Lou Reed,6,Lou Reed,1976-01-19,2017-10-01T23:50:14Z,225666,False,,,,,,,3d4d8140ee26f7d21ecde61a1f6f6ff6
Nobody's Business,Coney Island Baby,Lou Reed,7,Lou Reed,1976-01-19,2017-10-01T23:50:14Z,225826,False,,,,,,,67170613b875ba7ad61d1dc332a4539e
Coney Island Baby,Coney Island Baby,Lou Reed,8,Lou Reed,1976-01-19,2017-10-01T23:50:14Z,395226,False,,,,,,,499152ac4657d323d81fae8843261d48
How Do You Speak to an Angel,Growing Up In Public,Lou Reed,1,Lou Reed,1980-04-01,2017-10-01T23:50:09Z,248120,False,,,,,,,04cf0ffd9070dd76df17753eb9f11266
My Old Man,Growing Up In Public,Lou Reed,2,Lou Reed,1980-04-01,2017-10-01T23:50:09Z,193720,False,,,,,,,e06dfc313889294bef1088054fa6b86c
Keep Away,Growing Up In Public,Lou Reed,3,Lou Reed,1980-04-01,2017-10-01T23:50:09Z,213426,False,,,,,,,e76524ba17f9987fcab46cc06e66dc21
Growing Up In Public,Growing Up In Public,Lou Reed,4,Lou Reed,1980-04-01,2017-10-01T23:50:09Z,182546,False,,,,,,,2424c2f47d99a02b225bafcdeb06b53d
Standing On Ceremony,Growing Up In Public,Lou Reed,5,Lou Reed,1980-04-01,2017-10-01T23:50:09Z,210653,False,,,,,,,b2b374ea55f4158c9dc22a850026eee3
So Alone,Growing Up In Public,Lou Reed,6,Lou Reed,1980-04-01,2017-10-01T23:50:09Z,250360,False,,,,,,,40fe456c7b0eb31f6b5ca72bfa5be4a9
Love Is Here to Stay,Growing Up In Public,Lou Reed,7,Lou Reed,1980-04-01,2017-10-01T23:50:09Z,190906,False,,,,,,,e8691f789ab2fe3a2c1f49f5f090be72
The Power of Positive Drinking,Growing Up In Public,Lou Reed,8,Lou Reed,1980-04-01,2017-10-01T23:50:09Z,135226,False,,,,,,,32578032f7c61ccb08b87672b53d2b7a
Smiles,Growing Up In Public,Lou Reed,9,Lou Reed,1980-04-01,2017-10-01T23:50:09Z,163613,False,,,,,,,32efac03badabe1cc35d0299cf191ba8
Think It Over,Growing Up In Public,Lou Reed,10,Lou Reed,1980-04-01,2017-10-01T23:50:09Z,206173,False,,,,,,,ac6d77ab8df2c025376e6b2aea956b4e
Teach the Gifted Children,Growing Up In Public,Lou Reed,11,Lou Reed,1980-04-01,2017-10-01T23:50:09Z,202186,False,,,,,,,d2809d4bc1cfa19eb5f668cd1eac148b
Legendary Hearts,Legendary Hearts,Lou Reed,1,Lou Reed,1983-03-01,2017-10-01T23:50:05Z,205586,False,,,,,,,901db8119d17587e0dce03f7a3e20d87
Don't Talk to Me About Work,Legendary Hearts,Lou Reed,2,Lou Reed,1983-03-01,2017-10-01T23:50:05Z,131280,False,,,,,,,1f4a88d03d29580d8afbb5b768d9223f
Make Up Mind,Legendary Hearts,Lou Reed,3,Lou Reed,1983-03-01,2017-10-01T23:50:05Z,173306,False,,,,,,,2a282f40049c98d80aef23e81ebefae2
Martial Law,Legendary Hearts,Lou Reed,4,Lou Reed,1983-03-01,2017-10-01T23:50:05Z,235920,False,,,,,,,124a5bf107c018daed8463380712b387
The Last Shot,Legendary Hearts,Lou Reed,5,Lou Reed,1983-03-01,2017-10-01T23:50:05Z,202760,False,,,,,,,a4d46b0f9d4746ed1b1118ad2dfdf765
Turn Out the Light,Legendary Hearts,Lou Reed,6,Lou Reed,1983-03-01,2017-10-01T23:50:05Z,168786,False,,,,,,,ef3a20b0b9e52e5b77b801542a7c1f69
Pow Wow,Legendary Hearts,Lou Reed,7,Lou Reed,1983-03-01,2017-10-01T23:50:05Z,152533,False,,,,,,,3947fa0689d7b83596fd60d28260756c
Betrayed,Legendary Hearts,Lou Reed,8,Lou Reed,1983-03-01,2017-10-01T23:50:05Z,191400,False,,,,,,,fe5ff2f959ed5e0812fcc75365e9dbdc
Bottoming Out,Legendary Hearts,Lou Reed,9,Lou Reed,1983-03-01,2017-10-01T23:50:05Z,221066,False,,,,,,,d64d17dc0882959ad8465bb3f0f084aa
Home of the Brave,Legendary Hearts,Lou Reed,10,Lou Reed,1983-03-01,2017-10-01T23:50:05Z,411773,False,,,,,,,e871e1b426e9fd5a53543edddaa5776a
Rooftop Garden,Legendary Hearts,Lou Reed,11,Lou Reed,1983-03-01,2017-10-01T23:50:05Z,186280,False,,,,,,,8921f673e48f1e01113262c5e5b013c9
I Can't Stand It,Lou Reed,Lou Reed,1,Lou Reed,1972-06-01,2017-10-01T23:50:25Z,154720,False,,,,,,,5ae5077a9a186ecf7be81ced5ec20dde
Going Down,Lou Reed,Lou Reed,2,Lou Reed,1972-06-01,2017-10-01T23:50:25Z,175400,False,,,,,,,d6e340edafc980a28b5bba2de86e76e7
Walk and Talk It,Lou Reed,Lou Reed,3,Lou Reed,1972-06-01,2017-10-01T23:50:25Z,219093,False,,,,,,,4b6b1126ef120c3c744c597c7a99c949
Lisa Says,Lou Reed,Lou Reed,4,Lou Reed,1972-06-01,2017-10-01T23:50:25Z,334200,False,,,,,,,9fd3da1b72d5af561867d0dfd4a07349
Berlin,Lou Reed,Lou Reed,5,Lou Reed,1972-06-01,2017-10-01T23:50:25Z,314613,False,,,,,,,500692c0f9f576d1967ae53f2ac5c0cd
I Love You,Lou Reed,Lou Reed,6,Lou Reed,1972-06-01,2017-10-01T23:50:25Z,138720,False,,,,,,,b827cec9e1ef06da605222225c74c6ea
Wild Child - Remastered,Lou Reed,Lou Reed,7,Lou Reed,1972-06-01,2017-10-01T23:50:25Z,279960,False,,,,,,,a3d1244f9fa3756ebf29d35023c12e09
Love Makes You Feel,Lou Reed,Lou Reed,8,Lou Reed,1972-06-01,2017-10-01T23:50:25Z,193453,False,,,,,,,bd9ca93f46987f6596994e8271d53408
Ride Into the Sun,Lou Reed,Lou Reed,9,Lou Reed,1972-06-01,2017-10-01T23:50:25Z,192853,False,,,,,,,67529f6f7c5add8eb945e31d415006f1
Ocean,Lou Reed,Lou Reed,10,Lou Reed,1972-06-01,2017-10-01T23:50:25Z,307853,False,,,,,,,ebbab2ca720fde775040728ffc808d43
Intro / Sweet Jane - Live [1973 Version],Rock 'n' Roll Animal (Live),Lou Reed,1,Lou Reed,1974-02-01,2017-11-25T17:50:44Z,468026,False,,,,,,,f71cc21c5d37b858fe74dfca94b78aa7
Heroin - Live,Rock 'n' Roll Animal (Live),Lou Reed,2,Lou Reed,1974-02-01,2017-11-25T17:50:44Z,783373,False,,,,,,,b610cf08d68f782fe25a148768146f09
White Light / White Heat - Live,Rock 'n' Roll Animal (Live),Lou Reed,3,Lou Reed,1974-02-01,2017-11-25T17:50:44Z,293640,False,,,,,,,154d6adf5bf71b5d3f2131c2b0f2ab0a
Lady Day - Live,Rock 'n' Roll Animal (Live),Lou Reed,4,Lou Reed,1974-02-01,2017-11-25T17:50:44Z,228106,False,,,,,,,6720e29131e1386a209cf7c8bee92c00
Rock 'N' Roll - Live,Rock 'n' Roll Animal (Live),Lou Reed,5,Lou Reed,1974-02-01,2017-11-25T17:50:44Z,608840,False,,,,,,,8aaf67573271ef8bc8412224c123ea75
Gimmie Some Good Times,Street Hassle,Lou Reed,1,Lou Reed,1978-02-01,2017-10-01T23:50:12Z,197066,False,,,,,,,ec56e097cdc284caa59ae8c9f1089364
Dirt,Street Hassle,Lou Reed,2,Lou Reed,1978-02-01,2017-10-01T23:50:12Z,285133,False,,,,,,,0965eb7c990b7911004b5346035a0b5f
Street Hassle,Street Hassle,Lou Reed,3,Lou Reed,1978-02-01,2017-10-01T23:50:12Z,659586,False,,,,,,,66e18a274b7f246ff440d1c1a413335b
I Wanna Be Black,Street Hassle,Lou Reed,4,Lou Reed,1978-02-01,2017-10-01T23:50:12Z,177333,False,,,,,,,173561288ee304a44ef7937cd42b46ce
Real Good Time Together,Street Hassle,Lou Reed,5,Lou Reed,1978-02-01,2017-10-01T23:50:12Z,202280,False,,,,,,,0b3684e5e54dba3913e31f87d8e1d2c0
Shooting Star,Street Hassle,Lou Reed,6,Lou Reed,1978-02-01,2017-10-01T23:50:12Z,193493,False,,,,,,,3be55a561671ba5857cd4d240e625f7f
Leave Me Alone,Street Hassle,Lou Reed,7,Lou Reed,1978-02-01,2017-10-01T23:50:12Z,287453,False,,,,,,,9071671ad4f416cbeafc6e615cfc409f
Wait,Street Hassle,Lou Reed,8,Lou Reed,1978-02-01,2017-10-01T23:50:12Z,194413,False,,,,,,,afaf9437b7e0bd61901fcdab8c7fd461
My House,The Blue Mask,Lou Reed,1,Lou Reed,1982-02-23,2017-10-01T23:50:07Z,323933,False,,,,,,,4d8fc0af48c35d9503fc479022db8d12
Women,The Blue Mask,Lou Reed,2,Lou Reed,1982-02-23,2017-10-01T23:50:07Z,298066,False,,,,,,,c2dad7cb928e616f020d2a5005171e4b
Underneath the Bottle,The Blue Mask,Lou Reed,3,Lou Reed,1982-02-23,2017-10-01T23:50:07Z,153653,False,,,,,,,3b26d3f99de5ab297e977b7944f13539
The Gun,The Blue Mask,Lou Reed,4,Lou Reed,1982-02-23,2017-10-01T23:50:07Z,221160,False,,,,,,,a5d861b27fb68e7192d90e2006ce5392
The Blue Mask,The Blue Mask,Lou Reed,5,Lou Reed,1982-02-23,2017-10-01T23:50:07Z,303666,False,,,,,,,7a5730a0673a0b52248af25aa9f9f1a6
Average Guy,The Blue Mask,Lou Reed,6,Lou Reed,1982-02-23,2017-10-01T23:50:07Z,189506,False,,,,,,,ab4b01c14c0e7f65c8ffda54c5e9c760
The Heroine,The Blue Mask,Lou Reed,7,Lou Reed,1982-02-23,2017-10-01T23:50:07Z,185573,False,,,,,,,485d54eacc403d274cb97e0990427602
